Box Elder,AB35,41,$9,Acer_negundo_fulltree-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
"Yarrow, Common",AB35,18,$9,firefly-sunshine-yarrow-plant-yellow-yarrow-proven-winners_16801-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
"Buckeye, California",AB46,8,$14,aesculus-ca-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
"Alder, White",TP,8,$16,A087-11-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
Serviceberry,AB46,7,$14,serve-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
Hoary Manzanita,AB46,1,$25,hoary_manzanita-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
Arroyo de la cruz Manzanita,AB46,4,$25,arctostaphylos_edmundsii_carmel_sur_manzanita-1-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
Little Sur Manzanita,AB46,7,$25,bert-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
Big Berry Manzanita,AB46,9,$25,G168-16-removebg-preview,,https://www.grassrootsecology.org/nursery-sales,37.43072406,-122.1033003
